"","id","recclass","mass","fell_found","year","latitude","longitude","group","chondrite","type","lvl3","lvl4","lc_sample","weights"
"5082",16987,"Iron, IC-an",20000,"Found",1895,-29.86667,144.21667,"Iron IC","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"3622.1",11467,"OC",1320,"Fell",1930,35,127.5,"Chondrite","Chondrite","Stony",NA,NA,"0",1
"5299.2",17986,"H4",1926,"Found",1960,46.5,30.76667,"H","Chondrite","Stony","Ordinary","H","0",1
"7946",45978,"Iron, ungrouped",8200,"Found",1981,-8.65,115.21667,"Iron","Achondrite","Iron",NA,NA,"0",1
"5863",23118,"L4",12300,"Found",1983,-27.55861,-56.13444,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"473",2287,"Iron, IVA",17500,"Found",1976,43.32222,-96.28889,"Iron IVA","Achondrite","Iron","Magmatic","Siderite","1",0.0294975764627465
"6764.3",24158,"H5",10800,"Fell",1950,56.13333,77.26667,"H","Chondrite","Stony","Ordinary","H","0",1
"5031",16933,"Iron, IIIAB",11310,"Found",1968,34.52667,-102.105,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"4167",12026,"H4",4,"Found",1908,32.86667,-115.58333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5518",18885,"L5",83,"Found",1989,-30.46667,125.46667,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5037",16939,"Iron, IIAB",28500,"Found",1936,-19.88333,-69.83333,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","13",0.0166285644122995
"5049",16949,"Iron, IIE-an",250000,"Found",1846,54.23333,35.15,"Iron IIE","Achondrite","Iron","Non-magmatic","Primative","2",0.064345060252235
"4216.1",12084,"Iron, IIAB",40000,"Found",1976,55.608833,11.229167,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"5612",22565,"H6",8220,"Found",1986,-30.32167,128.85,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"412",422,"Iron, IIAB",80650,"Found",1907,42.6,-99.8,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"4061",11915,"OC",266.1,"Fell",1963,39.35,-100.45,"Chondrite","Chondrite","Stony",NA,NA,"2",0.064345060252235
"911",5302,"H6",4900,"Found",1937,39.7,-98.98333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"6406",23720,"H3.6",430,"Found",1983,-21.19222,55.68639,"H","Chondrite","Stony","Ordinary","H","0",1
"4451.1",12351,"EH3",334,"Found",1905,-13.01667,34.2,"EH","Chondrite","Stony","Enstatite","EH-EL","0",1
"5577.5",22395,"H6",6.1,"Fell",1961,26.66667,50.15,"H","Chondrite","Stony","Ordinary","H","0",1
"5060",16958,"OC",100.3,"Found",1972,33.11667,-102.11667,"Chondrite","Chondrite","Stony",NA,NA,"2",0.064345060252235
"2195.1",6634,"L6",28,"Fell",1829,40.25,-74,"L","Chondrite","Stony","Ordinary","L","0",1
"4198",12063,"CI1",704.5,"Fell",1938,-8.41667,32.43333,"CI","Chondrite","Stony","Carbonaceous","CI","16",0.0108167525185493
"5897",23175,"L6",5950,"Found",1983,39.84433,-100.51,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"421",431,"L6",4000,"Found",1961,40.15,-103.16667,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"6821",24211,"L4",23410,"Found",1948,43,-107.16667,"L","Chondrite","Stony","Ordinary","L","13",0.0166285644122995
"3181",7650,"Achondrite-ung",12700,"Found",1981,45.7,43.7,"Achondrite","Achondrite","Stony",NA,NA,"1",0.0294975764627465
"4722",15394,"L5",2000,"Fell",1970,9.5,31.75,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"4364",12259,"Iron, IAB-sLL",92100,"Found",1914,-31.6,25.8,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","2",0.064345060252235
"4898.1",16754,"H4/5",7100,"Found",1925,-44.81667,171.13333,"H","Chondrite","Stony","Ordinary","H","0",1
"3213",7730,"H5",6760,"Found",1953,39.61667,-100.46306,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4216.2",12084,"Iron, IIAB",40000,"Found",1976,55.608833,11.229167,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"792",5169,"H5",120000,"Fell",1919,5,48,"H","Chondrite","Stony","Ordinary","H","0",1
"4882.2",16738,"L6",8887.5,"Fell",1930,-40.975,145.6,"L","Chondrite","Stony","Ordinary","L","0",1
"5839.1",23091,"LL3.3",24.3,"Fell",1919,38.16667,-76.38333,"LL","Chondrite","Stony","Ordinary","LL","0",1
"5729",22698,"H4/5",52.1,"Found",1969,34.08333,-103.61667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"645",5011,"LL4",3700,"Fell",1798,25.36667,82.91667,"LL","Chondrite","Stony","Ordinary","LL","1",0.0294975764627465
"4926",16821,"Howardite",513,"Found",1950,-30.08333,130.03333,"Howardite","Achondrite","Stony","Asteroidal","H-E-D Vesta","2",0.064345060252235
"5839.2",23091,"LL3.3",24.3,"Fell",1919,38.16667,-76.38333,"LL","Chondrite","Stony","Ordinary","LL","0",1
"33",34,"H5",1464,"Found",1989,27.55,3.93333,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"5835",23087,"H6",4000,"Fell",1890,48.01667,-1.15,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"5011",16910,"H5",3180,"Found",1944,-29.53333,143.98333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"3975",11825,"Iron, IIIAB",8580,"Found",1986,36.57,-101.19,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"7946.1",45978,"Iron, ungrouped",8200,"Found",1981,-8.65,115.21667,"Iron","Achondrite","Iron",NA,NA,"0",1
"4882.3",16738,"L6",8887.5,"Fell",1930,-40.975,145.6,"L","Chondrite","Stony","Ordinary","L","0",1
"5813",22782,"R3.8-6",67,"Fell",1934,0.26667,36.53333,"Rumuruti","Chondrite","Stony","Other","Rumuruti","2",0.064345060252235
"6806",24195,"L6",50000,"Found",1873,39.33333,-98.16667,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"386",392,"H5",30000,"Fell",1814,44.21667,0.61667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4451.2",12351,"EH3",334,"Found",1905,-13.01667,34.2,"EH","Chondrite","Stony","Enstatite","EH-EL","0",1
"9660",56496,"L4",73,"Found",1979,19.81222,56.49083,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"490",2307,"Iron, IAB-sLM",1108,"Found",1961,45.2,-93.43333,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","1",0.0294975764627465
"4456",12356,"Pallasite, PMG-an",7e+05,"Found",1749,54.9,91.8,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,"8",0.0565394577591197
"589",4936,"L6",15000,"Fell",1892,27.7,76.33333,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"4426.4",12328,"CM2",164,"Found",1968,64.45,27.56667,"CM","Chondrite","Stony","Carbonaceous","CM-CO","0",1
"5410.1",18118,"Iron",12,"Fell",1922,38.13333,14.96667,"Iron","Achondrite","Iron",NA,NA,"0",1
"4188",12051,"CO3.8",23000,"Found",1970,24.83333,31.66667,"CO","Chondrite","Stony","Carbonaceous","CM-CO","14",0.0286088486882495
"8535",51830,"Iron, IIIAB",148000,"Found",1979,29.7725,-99.875,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"780",5154,"Iron, IID",1626,"Found",1960,33.21667,-102.18333,"Iron IID","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"4031.1",11883,"H5",750,"Fell",1897,33.6,130.43333,"H","Chondrite","Stony","Ordinary","H","0",1
"5392",18096,"H5",1360,"Found",1969,35.33333,-101.38333,"H","Chondrite","Stony","Ordinary","H","13",0.0166285644122995
"5830.1",23082,"L6",5500,"Fell",1841,46.95,-1.5,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"528",2340,"H5",7450,"Fell",1950,-31.41667,-60.66667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5430",18789,"Iron, IAB complex",72.54,"Found",1984,48.85,-64.43333,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"5294.3",17977,"LL6",179,"Found",1962,-39.06667,146.35,"LL","Chondrite","Stony","Ordinary","LL","0",1
"3327",10035,"Iron, ungrouped",19000,"Found",1940,53.1,7.2,"Iron","Achondrite","Iron",NA,NA,"0",1
"1074.1",5477,"L5",4255,"Fell",1902,54.61667,-6.21667,"L","Chondrite","Stony","Ordinary","L","0",1
"4530.2",12436,"L6",2750,"Found",1961,-37.75,140.3,"L","Chondrite","Stony","Ordinary","L","0",1
"5723",22692,"H4/5",94.3,"Found",1968,34.08333,-103.51667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5100",17008,"H4",238.4,"Found",1969,-30.76667,128.01667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5679",22647,"H4",207.5,"Found",1939,37.11667,-101.6,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"6892",24273,"H4",61.5,"Found",1979,32.125,-109.83333,"H","Chondrite","Stony","Ordinary","H","13",0.0166285644122995
"4031.2",11883,"H5",750,"Fell",1897,33.6,130.43333,"H","Chondrite","Stony","Ordinary","H","0",1
"6485",23806,"L6",131,"Found",1989,25.13333,0.46667,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"5302",17989,"L6",6000,"Fell",1855,58.5,23,"L","Chondrite","Stony","Ordinary","L","0",1
"3235.1",7754,"L6",2117,"Fell",1943,33.43333,127.26667,"L","Chondrite","Stony","Ordinary","L","0",1
"5909.1",23187,"H",695,"Fell",1688,34.71667,137.78333,"H","Chondrite","Stony","Ordinary","H","0",1
"4860",16713,"CV3",4500,"Fell",1908,-39.63333,174.4,"CV","Chondrite","Stony","Carbonaceous","CV-CK","0",1
"4426.5",12328,"CM2",164,"Found",1968,64.45,27.56667,"CM","Chondrite","Stony","Carbonaceous","CM-CO","0",1
"1043.1",5441,"H5",817,"Found",1967,39.68333,-102.845,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"6848",24230,"Iron, IIE-an",94200,"Found",1924,-32.26667,139.86667,"Iron IIE","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"4796",15479,"L6",747,"Found",1969,-33.16667,141.75,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5577.6",22395,"H6",6.1,"Fell",1961,26.66667,50.15,"H","Chondrite","Stony","Ordinary","H","0",1
"563",4909,"Iron, IIIAB",37850,"Found",1966,-30.85,122.31667,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"3179.1",7648,"H",220,"Found",1956,39.5,-98.53333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5334",18029,"H5",40500,"Found",1928,56,76.75,"H","Chondrite","Stony","Ordinary","H","8",0.0565394577591197
"680",5049,"Eucrite-cm",5400,"Found",1912,-34.31667,149.38333,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta","2",0.064345060252235
"3235.2",7754,"L6",2117,"Fell",1943,33.43333,127.26667,"L","Chondrite","Stony","Ordinary","L","0",1
"4479",12382,"L6",5,"Fell",1860,29.68333,78.38333,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"6623",24000,"L4",7,"Found",1982,34.98333,-101.73333,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"2195.2",6634,"L6",28,"Fell",1829,40.25,-74,"L","Chondrite","Stony","Ordinary","L","0",1
"5429",18788,"H5",3580,"Found",1947,39.35,-99.91667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4388.2",12286,"H4",135000,"Fell",1850,38.98333,141.61667,"H","Chondrite","Stony","Ordinary","H","0",1
"3335.3",10044,"L5",20000,"Fell",1889,1.16667,44.16667,"L","Chondrite","Stony","Ordinary","L","0",1
"995",5396,"Pallasite, PES",320,"Found",1921,55.18333,-162.55,"Eagle Station Group","Achondrite","Stony-Iron","Pallasite",NA,"0",1
"4031.3",11883,"H5",750,"Fell",1897,33.6,130.43333,"H","Chondrite","Stony","Ordinary","H","0",1
"613",4954,"L5",44000,"Fell",1965,52.56528,-1.33972,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"6756",24148,"L4",2300,"Found",1942,42.93333,-100.75,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"6470",23787,"Stone-uncl",20000,"Found",1928,31.5,121.08333,"Stony",NA,"Stony",NA,NA,"1",0.0294975764627465
"6605",23982,"L6",3.8,"Found",1978,-31.56667,127.8,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"4043",11894,"L/LL6",220000,"Fell",1912,34.9,-110.18333,"LL","Chondrite","Stony","Ordinary","LL","13",0.0166285644122995
"5477",18839,"H5",34300,"Found",1964,33.28333,-102.76667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4016.2",11868,"Stone-uncl",367,"Found",1956,24.7,108,"Stony",NA,"Stony",NA,NA,"0",1
"6453",23769,"H4/5",4500,"Found",1985,57,62.7,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"3580.1",11208,"L6",8000,"Fell",1881,46.35,30.58333,"L","Chondrite","Stony","Ordinary","L","0",1
"5320",18010,"H5",150,"Found",1972,-33,121,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"6751.2",24144,"H6",2799,"Fell",1944,11.98333,79.75,"H","Chondrite","Stony","Ordinary","H","0",1
"493",2310,"H5",20000,"Found",1919,37.08333,-98.05,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5430.1",18789,"Iron, IAB complex",72.54,"Found",1984,48.85,-64.43333,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"5299.3",17986,"H4",1926,"Found",1960,46.5,30.76667,"H","Chondrite","Stony","Ordinary","H","0",1
"6658",24040,"H5",175400,"Found",1889,30.3,-97.7,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"4759",15435,"Iron, IVA",7140,"Found",1898,31.5,-96.88333,"Iron IVA","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"3327.1",10035,"Iron, ungrouped",19000,"Found",1940,53.1,7.2,"Iron","Achondrite","Iron",NA,NA,"0",1
"4563",12736,"L6",367,"Found",1977,-29.75,116.43333,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"3483",10860,"Iron, IIE",380,"Fell",1917,27.88333,68.53333,"Iron IIE","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"3235.3",7754,"L6",2117,"Fell",1943,33.43333,127.26667,"L","Chondrite","Stony","Ordinary","L","0",1
"6552",23873,"L5",3850,"Fell",1965,45.4,122.9,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5085",16990,"L4",283.5,"Found",1962,-37.31667,139.85,"L","Chondrite","Stony","Ordinary","L","0",1
"5376",18079,"L3",135,"Fell",1926,39.8,-91.5,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5410.2",18118,"Iron",12,"Fell",1922,38.13333,14.96667,"Iron","Achondrite","Iron",NA,NA,"0",1
"7946.2",45978,"Iron, ungrouped",8200,"Found",1981,-8.65,115.21667,"Iron","Achondrite","Iron",NA,NA,"0",1
"3312",10017,"H5",573,"Found",1936,37.01667,-101.88333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5310",17999,"Iron, IIAB",6580,"Found",1926,-21.98333,16.93333,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"3233.1",7752,"L6",577,"Fell",1853,-4,39.5,"L","Chondrite","Stony","Ordinary","L","0",1
"5786",22755,"L5",6.8,"Found",1970,34.3,-103.45,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"5020",16919,"LL6",375,"Found",1907,59.18333,12.21667,"LL","Chondrite","Stony","Ordinary","LL","0",1
"9683",56519,"L6",6.8,"Found",1979,19.81944,55.72139,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"5430.2",18789,"Iron, IAB complex",72.54,"Found",1984,48.85,-64.43333,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"5575",22393,"H4",15000,"Found",1938,38.61667,-99.93333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"7945.1",45977,"H5",17226,"Fell",1977,25.37,-97.37,"H","Chondrite","Stony","Ordinary","H","0",1
"989",5390,"L6",429,"Found",1970,-26.66667,120.16667,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"3327.2",10035,"Iron, ungrouped",19000,"Found",1940,53.1,7.2,"Iron","Achondrite","Iron",NA,NA,"0",1
"446",457,"Iron, IVA",12280,"Found",1966,46.83333,-117.25,"Iron IVA","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"6424.3",23739,"H4/5",48000,"Found",1987,46.4,30.8,"H","Chondrite","Stony","Ordinary","H","0",1
"4498",12401,"Iron, IIIAB",14540,"Found",1900,41.6,-86.71667,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","1",0.0294975764627465
"6765.3",24159,"Iron, IAB-ung",7700,"Found",1953,34.25,-119.3,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"4651.1",14708,"L6",25,"Fell",1894,38,-0.83333,"L","Chondrite","Stony","Ordinary","L","0",1
"2182.2",6621,"H6",340,"Fell",1887,43,-80,"H","Chondrite","Stony","Ordinary","H","0",1
"3239.1",7758,"Mesosiderite-A1",188,"Fell",1933,-3,151,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"0",1
"4892",16748,"Iron, ungrouped",2750,"Found",1892,62,7.66667,"Iron","Achondrite","Iron",NA,NA,"8",0.0565394577591197
"4581",12757,"Iron",3.3,"Found",1904,-40.73333,146.96667,"Iron","Achondrite","Iron",NA,NA,"0",1
"4818",16630,"H5",57700,"Found",1930,35.66667,-100.6,"H","Chondrite","Stony","Ordinary","H","13",0.0166285644122995
"4388.3",12286,"H4",135000,"Fell",1850,38.98333,141.61667,"H","Chondrite","Stony","Ordinary","H","0",1
"32",33,"H3.8",118,"Found",1989,27.51667,3.91667,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"4949.2",16844,"L6",4610,"Found",1880,-34.1,18.46667,"L","Chondrite","Stony","Ordinary","L","0",1
"5086",16991,"L6",3200,"Found",1940,39.81667,-100.2,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5527.3",18897,"L",66,"Found",1973,29.9,-112.68333,"L","Chondrite","Stony","Ordinary","L","0",1
"4016.3",11868,"Stone-uncl",367,"Found",1956,24.7,108,"Stony",NA,"Stony",NA,NA,"0",1
"9677",56513,"L4",553.5,"Found",1979,19.84306,56.42056,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"4751.1",15426,"Pallasite, PMG",45000,"Fell",1902,61.5,30.5,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,"0",1
"6210",23493,"L6",478,"Found",1976,32.71667,-102.65,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"4031.4",11883,"H5",750,"Fell",1897,33.6,130.43333,"H","Chondrite","Stony","Ordinary","H","0",1
"4595",12770,"Iron, IIE",344,"Found",1964,29.6,103.7,"Iron IIE","Achondrite","Iron","Non-magmatic","Primative","1",0.0294975764627465
"9664",56500,"L4",26,"Found",1979,19.81222,56.49083,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"5839.3",23091,"LL3.3",24.3,"Fell",1919,38.16667,-76.38333,"LL","Chondrite","Stony","Ordinary","LL","0",1
"3499",10871,"L5/6",531,"Found",1927,46.7,32.6,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5064.1",16962,"Pallasite, PMG",5600,"Found",1923,35.6,-91.26667,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,"2",0.064345060252235
"5577.7",22395,"H6",6.1,"Fell",1961,26.66667,50.15,"H","Chondrite","Stony","Ordinary","H","0",1
"5337",18032,"Iron, IIIAB",24500,"Found",1893,39.68333,-121.63333,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"4426.6",12328,"CM2",164,"Found",1968,64.45,27.56667,"CM","Chondrite","Stony","Carbonaceous","CM-CO","0",1
"386.1",392,"H5",30000,"Fell",1814,44.21667,0.61667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4171",12030,"L5",4000,"Found",1939,40.23333,-100.41667,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"4763",15440,"H5",113.3,"Found",1977,-29.95,128.08333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5645",22598,"Iron, IID",1500,"Found",1960,10,9,"Iron IID","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"6417",23732,"Stone-uncl",10400,"Fell",1623,50.38333,-3.95,"Stony",NA,"Stony",NA,NA,"2",0.064345060252235
"22",23,"H5",490,"Found",1989,27.83333,4.28333,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"1068",5470,"CM2",78.4,"Fell",1936,35.95,-97.58333,"CM","Chondrite","Stony","Carbonaceous","CM-CO","1",0.0294975764627465
"6393",23688,"H5",8143,"Found",1965,36.34611,-97.185,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"6849",24230,"Iron, IIE-an",94200,"Found",1924,-32.26667,139.86667,"Iron IIE","Achondrite","Iron","Non-magmatic","Primative","2",0.064345060252235
"1017",5413,"H5",100,"Found",1986,-29.785,126.58833,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"6597",23972,"Iron, IAB-ung",76.6,"Found",1918,-33.61667,115.91667,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","1",0.0294975764627465
"2210",6650,"H3.8",243.5,"Found",1976,39.06667,58.86667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"3239.2",7758,"Mesosiderite-A1",188,"Fell",1933,-3,151,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"0",1
"1034",5432,"Iron, IAB-MG",19280,"Found",1874,-34.96667,148.125,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","2",0.064345060252235
"4530.3",12436,"L6",2750,"Found",1961,-37.75,140.3,"L","Chondrite","Stony","Ordinary","L","0",1
"1074.2",5477,"L5",4255,"Fell",1902,54.61667,-6.21667,"L","Chondrite","Stony","Ordinary","L","0",1
"4767",15447,"L6",220,"Fell",1801,-20,57,"L","Chondrite","Stony","Ordinary","L","0",1
"6712.1",24104,"H5",3600,"Fell",1866,13.48333,74.78333,"H","Chondrite","Stony","Ordinary","H","0",1
"3321.2",10028,"Mesosiderite",1200,"Found",1981,-57.78667,-90.79333,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"0",1
"4923.1",16806,"Pallasite, PMG",159000,"Found",1868,36.93333,-87.4,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,"1",0.0294975764627465
"793",5170,"Iron, IAB-MG",8400,"Found",1913,32.03333,-99.25,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","2",0.064345060252235
"9631",56467,"L5",174,"Found",1979,19.82361,56.44056,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"3627",11472,"H3-6",9000,"Fell",1934,50.31667,3.73333,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"4689",14749,"Iron, IIIAB",20500,"Found",1885,17.9,-77.63333,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","0",1
